MDE ID,County,Name,City,11/13/21,11/27/21,12/11/21,12/25/21
0011-01-414,Anoka,Morris Bye Elementary,Coon Rapids,5-9,5-9,0-4,0-4
0011-01-090,Anoka,Northdale Middle,Coon Rapids,5-9,5-9,0-4,0-4
0016-01-772,Anoka,Northpoint Elementary,Blaine,5-9,5-9,0-4,0-4
0011-01-193,Anoka,Oak View Middle,Andover,5-9,10-19,5-9,0-4
4008-07-010,Anoka,PACT Charter School,Ramsey,5-9,5-9,0-4,0-4
0016-01-775,Anoka,Park Terrace Elementary,Spring Lake Park,5-9,0-4,0-4,0-4
0011-01-423,Anoka,Ramsey Elementary,Ramsey,0-4,5-9,0-4,0-4
0012-01-513,Anoka,Rice Lake Elementary,Lino Lakes,10-19,20-29,0-4,0-4
0011-01-195,Anoka,Roosevelt Middle,Blaine,0-4,5-9,0-4,0-4
0011-01-417,Anoka,Sand Creek Elementary,Coon Rapids,10-19,0-4,0-4,0-4
0016-01-045,Anoka,Spring Lake Park Senior High,Spring Lake Park,10-19,10-19,10-19,0-4
0015-01-122,Anoka,St. Francis High,Saint Francis,5-9,0-4,5-9,0-4
0011-01-431,Anoka,Sunrise Elementary,Blaine,5-9,5-9,0-4,0-4
0014-31-002,Anoka,Totino Grace High School,Fridley,5-9,5-9,0-4,0-4
0013-01-520,Anoka,Valley View Elementary,Columbia Heights,5-9,10-19,5-9,0-4
0016-01-092,Anoka,Westwood Intermediate and Middle School,Blaine,10-19,10-19,5-9,0-4
0022-01-004,Becker,Detroit Lakes Middle,Detroit Lakes,5-9,0-4,0-4,0-4
0022-01-003,Becker,Detroit Lakes Senior High,Detroit Lakes,5-9,0-4,0-4,0-4
0022-01-060,Becker,Roosevelt Elementary,Detroit Lakes,10-19,0-4,0-4,0-4
0031-01-015,Beltrami,Bemidji Middle,Bemidji,10-19,0-4,0-4,0-4
0031-01-020,Beltrami,Bemidji Senior High,Bemidji,5-9,0-4,0-4,0-4
0031-01-011,Beltrami,Gene Dillon Elementary School,Bemidji,5-9,0-4,0-4,0-4
0038-01-010,Beltrami,Red Lake Elementary,Red Lake,5-9,0-4,0-4,0-4
4058-07-010,Beltrami,Schoolcraft Learning Community Chtr,Bemidji,5-9,0-4,0-4,0-4
0051-01-010,Benton,Foley Elementary,Foley,5-9,5-9,0-4,0-4
0051-01-030,Benton,Foley Intermediate Elementary,Foley,5-9,0-4,0-4,0-4
0051-01-020,Benton,Foley Senior High,Foley,5-9,5-9,5-9,0-4
0047-01-003,Benton,Mississippi Heights Elementary,Sauk Rapids,10-19,10-19,20-29,0-4
0047-01-007,Benton,Pleasant View Elementary,Sauk Rapids,10-19,5-9,0-4,0-4
0047-01-006,Benton,Rice Elementary,Rice,10-19,10-19,5-9,0-4
0748-01-090,Benton,Riverview Intermediate School,Sartell,5-9,10-19,0-4,0-4
0047-01-009,Benton,Sauk Rapids-Rice Middle School,Sauk Rapids,5-9,10-19,0-4,0-4
0047-01-001,Benton,Sauk Rapids-Rice Senior High,Sauk Rapids,10-19,10-19,10-19,0-4
0077-01-150,Blue Earth,Eagle Lake Elementary,Eagle Lake,5-9,0-4,0-4,0-4
0077-01-090,Blue Earth,Franklin Elementary,Mankato,5-9,0-4,0-4,0-4
0077-01-030,Blue Earth,Jefferson Elementary,Mankato,5-9,5-9,0-4,0-4
0077-01-010,Blue Earth,Kennedy Elementary,Mankato,0-4,5-9,0-4,0-4
2071-01-010,Blue Earth,Lake Crystal-Wellcome Memorial Elementary,Lake Crystal,5-9,5-9,0-4,0-4
0077-31-017,Blue Earth,Loyola Catholic School,Mankato,5-9,0-4,5-9,0-4
0077-01-160,Blue Earth,Mankato East Senior High,Mankato,5-9,10-19,10-19,0-4
0077-01-130,Blue Earth,Mankato West Senior High,Mankato,10-19,5-9,20-29,0-4
0077-01-200,Blue Earth,Prairie Winds Middle School,Mankato,5-9,0-4,10-19,0-4
0077-01-050,Blue Earth,Roosevelt Elementary,Mankato,5-9,0-4,0-4,0-4
0077-01-070,Blue Earth,Rosa Parks Elementary,Mankato,5-9,5-9,5-9,0-4
0075-01-010,Blue Earth,St. Clair Elementary,Saint Clair,5-9,5-9,0-4,0-4
0077-01-080,Blue Earth,Washington Elementary,Mankato,10-19,0-4,0-4,0-4
0088-01-020,Brown,Jefferson Elementary,New Ulm,0-4,5-9,0-4,0-4
0088-01-040,Brown,New Ulm Middle School,New Ulm,10-19,0-4,0-4,0-4
0091-01-002,Carlton,Barnum Secondary,Barnum,5-9,0-4,0-4,0-4
0094-01-101,Carlton,Churchill Elementary,Cloquet,5-9,5-9,0-4,0-4
0094-01-202,Carlton,Cloquet Senior,Cloquet,0-4,5-9,0-4,0-4
0099-01-001,Carlton,Lincoln Secondary,Esko,0-4,5-9,5-9,0-4
0097-01-020,Carlton,Moose Lake Elementary,Moose Lake,0-4,10-19,0-4,0-4
0099-01-030,Carlton,Winterquist Elementary,Esko,5-9,10-19,5-9,0-4
0099-01-030,Carlton,Winterquist Elementary,Esko,0-4,5-9,10-19,0-4
0110-01-120,Carver,Bayview Elementary,Waconia,5-9,0-4,5-9,0-4
0112-01-510,Carver,Bluff Creek Elementary,Chanhassen,10-19,5-9,5-9,0-4
0112-01-504,Carver,Carver Elementary School,Carver,10-19,0-4,5-9,5-9
0108-01-040,Carver,Central Elementary,Norwood Young America,5-9,0-4,0-4,0-4
0112-01-506,Carver,Chanhassen Elementary,Chanhassen,5-9,10-19,0-4,0-4
0112-01-064,Carver,Chanhassen High School,Chanhassen,10-19,10-19,10-19,0-4
0112-31-020,Carver,Chapel Hill Academy,Chanhassen,5-9,5-9,0-4,0-4
0112-01-060,Carver,Chaska High School,Chaska,10-19,10-19,5-9,0-4
0112-01-061,Carver,Chaska Middle School East,Chaska,5-9,5-9,5-9,0-4
0112-01-062,Carver,Chaska Middle School West,Chaska,10-19,5-9,5-9,0-4
0112-01-511,Carver,Clover Ridge Elementary,Chaska,5-9,5-9,5-9,0-4
4188-07-010,Carver,Cologne Academy,Cologne,60-69,5-9,5-9,0-4
0112-01-507,Carver,East Union Elementary,Carver,0-4,5-9,5-9,0-4
0112-31-021,Carver,Holy Family Catholic High School,Victoria,5-9,5-9,5-9,0-4
0112-01-513,Carver,Jonathan Elementary,Chaska,5-9,5-9,0-4,0-4
0112-01-501,Carver,La Academia,Chaska,0-4,5-9,0-4,0-4
0110-01-130,Carver,Laketown Elementary,Waconia,20-29,5-9,0-4,0-4
0276-01-175,Carver,Minnetonka West Middle,Excelsior,20-29,10-19,5-9,0-4
0112-01-063,Carver,Pioneer Ridge Middle School,Chaska,10-19,10-19,5-9,0-4
0110-01-110,Carver,Southview Elementary,Waconia,0-4,5-9,0-4,0-4
0108-31-003,Carver,St. John's Lutheran,Young America,5-9,0-4,0-4,0-4
0112-01-512,Carver,Victoria Elementary,Victoria,10-19,10-19,5-9,0-4
0110-01-310,Carver,Waconia High School,Waconia,5-9,10-19,5-9,0-4
0110-01-220,Carver,Waconia Middle School,Waconia,5-9,5-9,0-4,0-4
0111-01-842,Carver,Watertown Mayer High,Watertown,0-4,0-4,5-9,0-4
0111-01-839,Carver,Watertown-Mayer Elementary School,Watertown,5-9,10-19,0-4,0-4
0111-01-841,Carver,Watertown-Mayer Middle,Watertown,5-9,5-9,0-4,0-4
4016-07-010,Carver,World Learner Charter School,Chaska,5-9,5-9,0-4,0-4
4016-07-010,Carver,World Learner Charter School,Chaska,0-4,5-9,5-9,0-4
0113-01-010,Cass,W.H.A. Elementary,Walker,10-19,5-9,0-4,0-4
0113-01-020,Cass,Walker-Hackensack-Akeley Sec.,Walker,5-9,5-9,0-4,0-4
0139-01-010,Chisago,C.E. Jacobson Elementary,Rush City,5-9,5-9,0-4,0-4
2144-01-001,Chisago,Chisago Lakes El.,Chisago City,5-9,0-4,0-4,0-4
2144-01-003,Chisago,Chisago Lakes Middle,Lindstrom,10-19,0-4,0-4,0-4
2144-01-004,Chisago,Chisago Lakes Senior High,Lindstrom,5-9,0-4,0-4,0-4
2144-01-002,Chisago,Lakeside El.,Chisago City,10-19,5-9,5-9,0-4
0138-01-045,Chisago,Sunrise River Elementary,North Branch,5-9,0-4,5-9,0-4
0146-01-010,Clay,Barnesville Elementary,Barnesville,0-4,5-9,5-9,0-4
2164-01-001,Clay,Dilworth Elementary,Dilworth,10-19,0-4,0-4,0-4
2164-01-003,Clay,Dilworth-Glyndon-Felton Middle Sch,Dilworth,5-9,0-4,0-4,0-4
0152-01-185,Clay,Dorothy Dodds Elementary School,Moorhead,5-9,0-4,0-4,0-4
0152-01-188,Clay,Ellen Hopkins Elementary,Moorhead,5-9,0-4,0-4,0-4
2164-01-002,Clay,Glyndon-Felton Elementary,Glyndon,5-9,0-4,0-4,0-4
0150-01-010,Clay,Hawley Elementary,Hawley,5-9,10-19,0-4,0-4
0150-01-020,Clay,Hawley Secondary,Hawley,5-9,10-19,0-4,0-4
0152-01-380,Clay,Horizon Middle School,Moorhead,10-19,10-19,10-19,0-4
0152-01-382,Clay,Moorhead High School,Moorhead,5-9,0-4,0-4,0-4
0152-01-187,Clay,Robert Asp Elementary,Moorhead,10-19,5-9,0-4,0-4
0152-01-189,Clay,S.G.Reinertsen Elementary,Moorhead,5-9,0-4,0-4,0-4
0152-31-003,Clay,St. Joseph,Moorhead,5-9,0-4,0-4,0-4
0166-01-050,Cook,Cook County Senior High,Grand Marais,5-9,0-4,0-4,0-4
0991-83-016,Cottonwood,SWWC ELC - Windom,Windom,10-19,0-4,0-4,0-4
0177-01-330,Cottonwood,Windom Area Elementary,Windom,5-9,5-9,0-4,0-4
0177-01-330,Cottonwood,Windom Area Elementary,Windom,0-4,5-9,0-4,0-4
0181-01-014,Crow Wing,Brainerd Senior High,Brainerd,5-9,5-9,0-4,0-4
0181-01-022,Crow Wing,Forestview Middle,Baxter,5-9,5-9,5-9,0-4
0192-01-621,Dakota,Akin Road Elementary,Farmington,10-19,10-19,0-4,0-4
0194-31-001,Dakota,All Saints School,Lakeville,5-9,0-4,0-4,0-4
0196-01-097,Dakota,Apple Valley Senior High,Apple Valley,5-9,10-19,5-9,0-4
0196-01-032,Dakota,Black Hawk Middle,Eagan,0-4,5-9,0-4,0-4
0191-01-014,Dakota,Burnsville High School,Burnsville,10-19,5-9,0-4,0-4
0196-01-712,Dakota,Cedar Park Elementary,Apple Valley,5-9,5-9,0-4,0-4
0194-01-105,Dakota,Century Middle School,Lakeville,5-9,10-19,0-4,0-4
0194-01-596,Dakota,Cherry View Elementary,Lakeville,10-19,5-9,0-4,0-4
0200-01-612,Dakota,Christa McAuliffe Elementary,Hastings,5-9,40-49,0-4,0-4
0196-01-025,Dakota,Dakota Hills Middle,Eagan,5-9,5-9,0-4,0-4
0196-01-716,Dakota,Deerwood Elementary,Eagan,0-4,10-19,0-4,0-4
0196-01-710,Dakota,Diamond Path Elementary School of International Studies,Apple Valley,10-19,0-4,5-9,0-4
4221-07-010,Dakota,Discovery Charter Elementary School,Inver Grove Heights,0-4,5-9,0-4,0-4
0196-01-041,Dakota,Eagan Senior High,Eagan,5-9,10-19,0-4,0-4
0196-01-721,Dakota,East Lake Elementary School,Lakeville,0-4,10-19,0-4,0-4
0194-01-598,Dakota,Eastview Elementary,Lakeville,5-9,0-4,0-4,0-4
0196-01-088,Dakota,Eastview Senior High,Apple Valley,0-4,0-4,5-9,0-4
0196-01-714,Dakota,Echo Park Elementary,Burnsville,5-9,5-9,5-9,0-4
0196-01-086,Dakota,Falcon Ridge Middle,Apple Valley,5-9,0-4,5-9,0-4
0192-01-010,Dakota,Farmington Elementary,Farmington,10-19,10-19,0-4,0-4
0192-01-020,Dakota,Farmington High School,Farmington,10-19,10-19,10-19,5-9
0196-31-002,Dakota,First Baptist,Rosemount,5-9,0-4,0-4,0-4
0197-01-052,Dakota,Friendly Hills Middle,Mendota Heights,5-9,0-4,0-4,0-4
0191-01-482,Dakota,Gideon Pond Elementary,Burnsville,0-4,5-9,0-4,0-4
0196-01-764,Dakota,Glacier Hills Elementary School of Arts and Science,Eagan,5-9,0-4,0-4,0-4
0196-01-711,Dakota,Greenleaf Elementary,Apple Valley,5-9,0-4,0-4,0-4
0200-01-129,Dakota,Hastings High School,Hastings,10-19,10-19,10-19,0-4
0200-01-130,Dakota,Hastings Middle School,Hastings,20-29,10-19,10-19,0-4
0197-01-053,Dakota,Henry Sibley High School,West Saint Paul,5-9,10-19,5-9,0-4
0196-01-715,Dakota,Highland Elementary,Apple Valley,5-9,5-9,5-9,0-4
0199-01-575,Dakota,Hilltop Elementary,Inver Grove Heights,5-9,5-9,0-4,0-4
0194-01-592,Dakota,Huddleston Elementary,Lakeville,5-9,0-4,0-4,0-4
0199-01-027,Dakota,Inver Grove Heights Middle,Inver Grove Heights,5-9,10-19,0-4,0-4
0191-01-085,Dakota,Joseph Nicollet Middle School,Burnsville,5-9,5-9,0-4,0-4
0006-03-737,Dakota,Kaposia Education Center Elementary,South Saint Paul,0-4,0-4,5-9,0-4
0200-01-609,Dakota,Kennedy Elementary,Hastings,5-9,10-19,0-4,0-4
0194-01-591,Dakota,Kennedy Elementary,Lakeville,5-9,0-4,5-9,0-4
0194-01-104,Dakota,Kenwood Trail Middle School,Lakeville,5-9,0-4,0-4,0-4
0194-01-595,Dakota,Lake Marion Elementary,Lakeville,10-19,10-19,5-9,0-4
0194-01-597,Dakota,Lakeview Elementary,Lakeville,0-4,10-19,0-4,0-4
0194-01-500,Dakota,Lakeville Early Childhood Program,Lakeville,5-9,0-4,0-4,0-4
0194-01-028,Dakota,Lakeville North High,Lakeville,0-4,5-9,5-9,0-4
0194-01-040,Dakota,Lakeville South High,Lakeville,5-9,5-9,0-4,0-4
0192-01-030,Dakota,Levi P. Dodge Middle School,Farmington,10-19,5-9,0-4,0-4
0006-03-735,Dakota,Lincoln Center Elementary,South Saint Paul,5-9,5-9,5-9,0-4
0194-01-089,Dakota,McGuire Middle,Lakeville,10-19,5-9,5-9,0-4
0192-01-080,Dakota,Meadowview Elementary,Farmington,10-19,5-9,5-9,5-9
0197-01-816,Dakota,Mendota Elementary,Mendota Heights,0-4,0-4,5-9,0-4
0192-01-040,Dakota,North Trail Elementary,Farmington,5-9,10-19,0-4,0-4
0194-01-599,Dakota,Oak Hills Elementary,Lakeville,0-4,5-9,0-4,0-4
0196-01-720,Dakota,Oak Ridge Elementary,Eagan,0-4,5-9,0-4,0-4
0194-01-593,Dakota,Orchard Lake Elementary,Lakeville,0-4,5-9,0-4,0-4
0196-01-709,Dakota,Parkview Elementary,Rosemount,5-9,0-4,5-9,0-4
0197-01-820,Dakota,Pilot Knob STEM Magnet School,Eagan,0-4,0-4,5-9,0-4
0200-01-610,Dakota,Pinecrest Elementary,Hastings,0-4,10-19,0-4,0-4
0196-01-718,Dakota,Pinewood El.,Eagan,0-4,5-9,5-9,0-4
0191-01-488,Dakota,Rahn Elementary,Eagan,0-4,5-9,0-4,0-4
0196-01-765,Dakota,Red Pine Elementary,Eagan,10-19,5-9,0-4,0-4
0192-01-100,Dakota,Riverview Elementary,Farmington,5-9,10-19,5-9,0-4
0192-01-060,Dakota,Robert Boeckman Middle School,Farmington,5-9,10-19,0-4,0-4
0196-01-705,Dakota,Rosemount Elementary,Rosemount,0-4,10-19,0-4,0-4
0196-01-039,Dakota,Rosemount Middle,Rosemount,5-9,10-19,5-9,0-4
0196-01-038,Dakota,Rosemount Senior High,Rosemount,0-4,0-4,5-9,0-4
0199-01-578,Dakota,Salem Hills Elementary,Inver Grove Heights,5-9,5-9,0-4,0-4
0196-01-060,Dakota,School of Environmental Studies,Apple Valley,5-9,0-4,0-4,0-4
0196-01-093,Dakota,Scott Highlands Middle,Apple Valley,5-9,5-9,5-9,0-4
0196-01-719,Dakota,Shannon Park Elementary,Rosemount,5-9,0-4,5-9,0-4
0199-01-026,Dakota,Simley Senior High,Inver Grove Heights,5-9,5-9,10-19,0-4
0006-03-120,Dakota,South St. Paul High School,South Saint Paul,5-9,5-9,5-9,0-4
0006-03-110,Dakota,South St. Paul Middle School,South Saint Paul,0-4,5-9,0-4,0-4
0196-01-708,Dakota,Southview Elementary,Apple Valley,0-4,5-9,0-4,0-4
0197-31-004,Dakota,St. Croix Lutheran,West Saint Paul,5-9,0-4,0-4,0-4
0197-31-009,Dakota,St. Joseph,West Saint Paul,5-9,30-39,0-4,0-4
0197-31-007,Dakota,St. Thomas Academy,Mendota Heights,0-4,5-9,0-4,0-4
0196-01-713,Dakota,Thomas Lake Elementary,Eagan,10-19,0-4,0-4,0-4
0196-01-098,Dakota,Valley Middle,Apple Valley,10-19,5-9,10-19,0-4
0197-31-002,Dakota,Visitation School,Mendota Heights,0-4,0-4,5-9,0-4
0191-01-487,Dakota,William Byrne Elementary,Burnsville,5-9,5-9,0-4,0-4
0196-01-717,Dakota,Woodland Elementary,Eagan,0-4,5-9,0-4,0-4
0203-01-003,Dodge,Hayfield Elementary,Hayfield,20-29,5-9,0-4,0-4
0203-01-001,Dodge,HAYFIELD SECONDARY,Hayfield,5-9,10-19,0-4,0-4
0204-01-010,Dodge,Kasson-Mantorville Elementary,Kasson,10-19,20-29,0-4,0-4
0204-01-040,Dodge,Kasson-Mantorville Middle School,Kasson,10-19,20-29,0-4,0-4
0204-01-030,Dodge,Kasson-Mantorville Senior High,Kasson,5-9,10-19,0-4,0-4
2125-01-010,Dodge,Triton Elementary,Dodge Center,10-19,0-4,0-4,0-4
0206-01-320,Douglas,Alexandria Area High School,Alexandria,10-19,5-9,0-4,0-4
0206-01-310,Douglas,Discovery Middle School,Alexandria,10-19,10-19,5-9,0-4
0206-01-130,Douglas,Lincoln Elementary,Alexandria,10-19,10-19,0-4,0-4
0213-01-010,Douglas,Osakis Elementary,Osakis,5-9,0-4,0-4,0-4
0206-31-082,Douglas,St. Mary's,Alexandria,5-9,5-9,0-4,0-4
0206-01-160,Douglas,Voyager Elementary,Alexandria,5-9,5-9,0-4,0-4
0206-01-150,Douglas,Woodland Elementary School,Alexandria,10-19,10-19,0-4,0-4
0206-01-150,Douglas,Woodland Elementary School,Alexandria,5-9,10-19,5-9,0-4
2860-01-010,Faribault,Blue Earth Area Elementary,Blue Earth,5-9,0-4,0-4,0-4
2134-01-010,Faribault,United South Central Elementary,Wells,0-4,5-9,5-9,0-4
2134-01-020,Faribault,United South Central High School,Wells,0-4,0-4,5-9,0-4
0227-01-002,Fillmore,Chatfield Elementary School,Chatfield,0-4,5-9,0-4,0-4
2137-01-015,Fillmore,Kingsland Elementary School,Spring Valley,0-4,5-9,0-4,0-4
0241-01-310,Freeborn,Albert Lea Senior High,Albert Lea,0-4,0-4,10-19,0-4
0241-01-120,Freeborn,Hawthorne Elementary,Albert Lea,0-4,0-4,5-9,0-4
0241-01-130,Freeborn,Lakeview Elementary,Albert Lea,0-4,5-9,5-9,0-4
0241-01-320,Freeborn,Southwest Middle,Albert Lea,5-9,0-4,0-4,0-4
0256-01-537,Goodhue,Burnside Elementary,Red Wing,0-4,5-9,5-9,0-4
0252-01-001,Goodhue,Cannon Falls Elementary,Cannon Falls,40-49,10-19,0-4,0-4
0252-01-002,Goodhue,Cannon Falls Secondary,Cannon Falls,10-19,0-4,0-4,0-4
0253-01-001,Goodhue,Goodhue Elementary,Goodhue,10-19,0-4,0-4,0-4
0255-01-010,Goodhue,Pine Island Elementary,Pine Island,10-19,10-19,0-4,0-4
0255-01-050,Goodhue,Pine Island High School ALP,PINE ISLAND,5-9,5-9,0-4,0-4
0255-01-015,Goodhue,Pine Island Middle,Pine Island,10-19,10-19,0-4,0-4
0256-01-108,Goodhue,Red Wing Senior High,Red Wing,10-19,10-19,5-9,0-4
0256-01-541,Goodhue,Sunnyside Elementary,Red Wing,10-19,5-9,5-9,0-4
0256-01-109,Goodhue,Twin Bluff School,Red Wing,10-19,10-19,5-9,0-4
2805-01-002,Goodhue,Zumbrota-Mazeppa Senior High,Zumbrota,10-19,5-9,0-4,0-4
2805-01-002,Goodhue,Zumbrota-Mazeppa Senior High,Zumbrota,0-4,10-19,5-9,0-4
0001-33-011,Hennepin,Annunciation,Minneapolis,5-9,5-9,0-4,0-4
0001-03-300,Hennepin,Anthony Middle School,Minneapolis,5-9,0-4,0-4,0-4
0279-01-698,Hennepin,Arbor View Ech. Special Ed.,Maple Grove,5-9,0-4,0-4,0-4
0273-31-001,Hennepin,Avail Academy,Edina,10-19,0-4,0-4,0-4
0279-31-007,Hennepin,Ave Maria Academy,Maple Grove,0-4,5-9,0-4,0-4
0001-03-106,Hennepin,Barton Open Elementary,Minneapolis,5-9,0-4,0-4,0-4
0279-01-670,Hennepin,Basswood Elementary,Maple Grove,20-29,10-19,0-4,0-4
4124-07-010,Hennepin,Beacon Academy,Crystal,5-9,10-19,0-4,0-4
0283-31-001,Hennepin,Benilde - St. Margaret's,Saint Louis Park,5-9,0-4,0-4,0-4
0001-03-107,Hennepin,Bethune Elementary,Minneapolis,5-9,0-4,0-4,0-4
0279-01-671,Hennepin,Birch Grove School For The Arts,Brooklyn Park,5-9,0-4,0-4,0-4
0271-31-021,Hennepin,Bloomington Lutheran,Bloomington,5-9,0-4,0-4,0-4
0270-31-003,Hennepin,Breck,Golden Valley,5-9,0-4,0-4,0-4
0279-01-033,Hennepin,Brooklyn Middle School,Brooklyn Park,5-9,5-9,0-4,0-4
0279-01-682,Hennepin,Cedar Island Elementary,Maple Grove,10-19,0-4,0-4,0-4
0272-01-065,Hennepin,Central Middle School,Eden Prairie,10-19,5-9,0-4,0-4
0011-01-192,Hennepin,Champlin Park High School,Champlin,10-19,10-19,5-9,0-4
0011-01-430,Hennepin,Champlin/Brooklyn Park Academy for Math and Environmental Science,Champlin,5-9,10-19,5-9,0-4
0276-01-601,Hennepin,Clear Springs Elementary,Minnetonka,5-9,10-19,5-9,0-4
0273-01-526,Hennepin,Concord Elementary,Edina,5-9,5-9,0-4,0-4
0273-01-527,Hennepin,Cornelia Elementary,Edina,5-9,0-4,0-4,0-4
0273-01-528,Hennepin,Countryside Elementary,Edina,0-4,5-9,0-4,0-4
0011-01-424,Hennepin,Dayton Elementary,Dayton,0-4,5-9,0-4,0-4
0276-01-602,Hennepin,Deephaven Elementary,Wayzata,10-19,10-19,0-4,0-4
0001-33-009,Hennepin,DeLaSalle High School,Minneapolis,0-4,0-4,5-9,0-4
0272-01-886,Hennepin,Eagle Heights Spanish Immersion,Eden Prairie,5-9,0-4,5-9,0-4
4122-07-010,Hennepin,Eagle Ridge Academy Charter School,Minnetonka,0-4,5-9,0-4,0-4
4122-07-020,Hennepin,Eagle Ridge Academy Lower School,Minnetonka,0-4,10-19,0-4,0-4
0272-01-064,Hennepin,Eden Prairie Senior High,Eden Prairie,10-19,5-9,5-9,0-4
0273-01-021,Hennepin,Edina Senior High,Edina,5-9,5-9,20-29,30-39
0279-01-668,Hennepin,Edinbrook Elementary,Brooklyn Park,5-9,5-9,0-4,0-4
0001-03-352,Hennepin,Edison Senior High,Minneapolis,0-4,5-9,0-4,0-4
0279-01-684,Hennepin,Elm Creek Elementary,Maple Grove,0-4,5-9,0-4,0-4
0011-01-421,Hennepin,Evergreen Park Elementary,Brooklyn Center,0-4,5-9,0-4,0-4
4068-07-010,Hennepin,Excell Academy Charter,Brooklyn Park,0-4,5-9,0-4,0-4
0276-01-603,Hennepin,Excelsior Elementary,Excelsior,10-19,5-9,5-9,0-4
0279-01-689,Hennepin,Fernbrook Elementary,Maple Grove,10-19,0-4,0-4,0-4
0001-03-119,Hennepin,Field Community,Minneapolis,5-9,0-4,0-4,0-4
0001-03-175,Hennepin,Folwell Arts Magnet,Minneapolis,0-4,0-4,5-9,0-4
0270-01-569,Hennepin,Gatewood Elementary,Minnetonka,5-9,5-9,5-9,0-4
0270-01-563,Hennepin,Glen Lake Elementary,Minnetonka,0-4,5-9,0-4,0-4
0277-01-063,Hennepin,Grandview Middle School,Mound,0-4,5-9,0-4,0-4
0001-03-256,Hennepin,Green Central Park Elementary,Minneapolis,10-19,5-9,0-4,0-4
0284-01-806,Hennepin,Greenwood Elementary,Plymouth,5-9,0-4,5-9,0-4
0276-01-604,Hennepin,Groveland Elementary,Minnetonka,40-49,10-19,0-4,0-4
0728-01-160,Hennepin,Hassan Elementary,Rogers,20-29,5-9,10-19,0-4
0273-01-529,Hennepin,Highlands Elementary,Edina,5-9,5-9,5-9,0-4
0271-01-443,Hennepin,Hillcrest Elementary,Bloomington,5-9,5-9,0-4,0-4
0277-01-616,Hennepin,Hilltop Primary School,Minnetrista,5-9,5-9,0-4,0-4
0270-01-282,Hennepin,Hopkins Senior High,Minnetonka,0-4,0-4,5-9,0-4
0270-01-380,Hennepin,Hopkins West Junior High,Minnetonka,5-9,0-4,0-4,0-4
4167-07-010,Hennepin,International Spanish Language Academy,Minnetonka,0-4,5-9,0-4,0-4
