MDE ID,County,Name,City,12/25/21,01/08/22,01/22/22,02/05/22
0748-01-090,Benton,Riverview Intermediate School,Sartell,0-4,5-9,10-19,0-4
0047-01-009,Benton,Sauk Rapids-Rice Middle School,Sauk Rapids,0-4,10-19,20-29,0-4
0047-01-001,Benton,Sauk Rapids-Rice Senior High,Sauk Rapids,5-9,10-19,20-29,0-4
0077-01-150,Blue Earth,Eagle Lake Elementary,Eagle Lake,0-4,0-4,10-19,0-4
0077-01-090,Blue Earth,Franklin Elementary,Mankato,0-4,0-4,10-19,0-4
0077-01-030,Blue Earth,Jefferson Elementary,Mankato,0-4,0-4,5-9,0-4
0077-01-010,Blue Earth,Kennedy Elementary,Mankato,0-4,0-4,5-9,0-4
0077-01-160,Blue Earth,Mankato East Senior High,Mankato,5-9,10-19,30-39,0-4
0077-01-130,Blue Earth,Mankato West Senior High,Mankato,0-4,0-4,20-29,0-4
0077-01-200,Blue Earth,Prairie Winds Middle School,Mankato,0-4,5-9,10-19,0-4
0077-01-050,Blue Earth,Roosevelt Elementary,Mankato,0-4,5-9,5-9,0-4
0077-01-070,Blue Earth,Rosa Parks Elementary,Mankato,0-4,10-19,10-19,0-4
0077-01-080,Blue Earth,Washington Elementary,Mankato,0-4,5-9,10-19,0-4
0084-01-020,Brown,Sleepy Eye Sec.,Sleepy Eye,0-4,0-4,5-9,0-4
0094-01-201,Carlton,Cloquet Middle,Cloquet,0-4,0-4,5-9,0-4
0094-01-202,Carlton,Cloquet Senior,Cloquet,0-4,0-4,5-9,0-4
0099-01-001,Carlton,Lincoln Secondary,Esko,0-4,0-4,5-9,0-4
0094-01-105,Carlton,Washington Elementary,Cloquet,0-4,0-4,5-9,0-4
0099-01-030,Carlton,Winterquist Elementary,Esko,0-4,0-4,5-9,0-4
0110-01-120,Carver,Bayview Elementary,Waconia,5-9,0-4,5-9,0-4
0112-01-510,Carver,Bluff Creek Elementary,Chanhassen,0-4,5-9,5-9,0-4
0112-01-504,Carver,Carver Elementary School,Carver,5-9,5-9,10-19,0-4
0112-01-064,Carver,Chanhassen High School,Chanhassen,0-4,10-19,10-19,0-4
0112-31-020,Carver,Chapel Hill Academy,Chanhassen,0-4,0-4,5-9,0-4
0112-01-060,Carver,Chaska High School,Chaska,0-4,5-9,10-19,0-4
0112-01-061,Carver,Chaska Middle School East,Chaska,5-9,5-9,5-9,0-4
0112-01-062,Carver,Chaska Middle School West,Chaska,0-4,10-19,10-19,0-4
0112-01-511,Carver,Clover Ridge Elementary,Chaska,0-4,0-4,5-9,0-4
4188-07-010,Carver,Cologne Academy,Cologne,0-4,0-4,5-9,0-4
0112-01-508,Carver,Early Childhood Special Education,Chaska,0-4,0-4,5-9,0-4
0112-01-513,Carver,Jonathan Elementary,Chaska,5-9,5-9,5-9,0-4
0112-01-501,Carver,La Academia,Chaska,0-4,5-9,5-9,0-4
0110-01-130,Carver,Laketown Elementary,Waconia,0-4,0-4,5-9,0-4
0276-01-175,Carver,Minnetonka West Middle,Excelsior,5-9,5-9,20-29,0-4
0112-01-063,Carver,Pioneer Ridge Middle School,Chaska,0-4,5-9,10-19,0-4
0110-01-110,Carver,Southview Elementary,Waconia,0-4,0-4,5-9,0-4
0112-01-512,Carver,Victoria Elementary,Victoria,0-4,5-9,10-19,0-4
0110-01-310,Carver,Waconia High School,Waconia,0-4,10-19,10-19,0-4
0110-01-220,Carver,Waconia Middle School,Waconia,0-4,5-9,10-19,0-4
0111-01-839,Carver,Watertown-Mayer Elementary School,Watertown,0-4,0-4,5-9,0-4
0115-01-010,Cass,Cass Lake-Bena Elementary,Cass Lake,0-4,5-9,0-4,0-4
0115-01-020,Cass,Cass Lake-Bena Middle School,Cass Lake,0-4,0-4,5-9,0-4
0116-01-020,Cass,Pillager Senior High School,Pillager,0-4,0-4,5-9,0-4
2174-01-010,Cass,Pine River-Backus Elementary,Pine River,0-4,0-4,5-9,0-4
0113-01-020,Cass,Walker-Hackensack-Akeley Sec.,Walker,0-4,0-4,5-9,0-4
2144-01-001,Chisago,Chisago Lakes El.,Chisago City,0-4,0-4,5-9,0-4
0138-01-020,Chisago,North Branch Middle,North Branch,0-4,0-4,5-9,0-4
0138-01-030,Chisago,North Branch Senior High,North Branch,0-4,0-4,5-9,0-4
0138-01-045,Chisago,Sunrise River Elementary,North Branch,0-4,0-4,5-9,0-4
0146-01-010,Clay,Barnesville Elementary,Barnesville,0-4,0-4,10-19,0-4
0146-01-040,Clay,Barnesville Secondary,Barnesville,0-4,0-4,5-9,0-4
2164-01-001,Clay,Dilworth Elementary,Dilworth,0-4,0-4,10-19,0-4
2164-01-003,Clay,Dilworth-Glyndon-Felton Middle Sch,Dilworth,0-4,0-4,5-9,0-4
2164-01-004,Clay,Dilworth-Glyndon-Felton Senior High,Glyndon,0-4,0-4,5-9,0-4
0152-01-185,Clay,Dorothy Dodds Elementary School,Moorhead,0-4,0-4,5-9,0-4
0152-01-188,Clay,Ellen Hopkins Elementary,Moorhead,0-4,0-4,5-9,0-4
2164-01-002,Clay,Glyndon-Felton Elementary,Glyndon,0-4,0-4,5-9,0-4
0150-01-010,Clay,Hawley Elementary,Hawley,0-4,0-4,5-9,0-4
0152-01-380,Clay,Horizon Middle School,Moorhead,5-9,5-9,5-9,0-4
0152-01-382,Clay,Moorhead High School,Moorhead,5-9,0-4,0-4,0-4
0152-01-187,Clay,Robert Asp Elementary,Moorhead,10-19,0-4,5-9,0-4
0152-01-189,Clay,S.G.Reinertsen Elementary,Moorhead,0-4,0-4,5-9,0-4
0162-01-010,Clearwater,Bagley Elementary,Bagley,0-4,0-4,5-9,0-4
2311-01-020,Clearwater,Clearbrook-Gonvick Secondary,Clearbrook,0-4,0-4,5-9,0-4
0177-01-330,Cottonwood,Windom Area Elementary,Windom,0-4,0-4,5-9,0-4
0181-01-014,Crow Wing,Brainerd Senior High,Brainerd,0-4,5-9,0-4,0-4
0182-01-001,Crow Wing,Crosby-Ironton Secondary,Crosby,0-4,0-4,5-9,0-4
0181-01-022,Crow Wing,Forestview Middle,Baxter,0-4,0-4,10-19,0-4
0181-01-011,Crow Wing,Lowell Elementary,Brainerd,0-4,0-4,5-9,0-4
0192-01-621,Dakota,Akin Road Elementary,Farmington,0-4,5-9,10-19,0-4
0194-31-001,Dakota,All Saints School,Lakeville,0-4,0-4,5-9,0-4
0196-01-097,Dakota,Apple Valley Senior High,Apple Valley,0-4,0-4,5-9,0-4
0196-01-032,Dakota,Black Hawk Middle,Eagan,0-4,10-19,10-19,0-4
0191-01-014,Dakota,Burnsville High School,Burnsville,10-19,20-29,20-29,0-4
0196-01-712,Dakota,Cedar Park Elementary School,Apple Valley,0-4,5-9,5-9,0-4
0194-01-105,Dakota,Century Middle School,Lakeville,5-9,5-9,10-19,0-4
0194-01-596,Dakota,Cherry View Elementary,Lakeville,0-4,0-4,10-19,0-4
0200-01-612,Dakota,Christa McAuliffe Elementary,Hastings,0-4,0-4,5-9,0-4
0196-01-025,Dakota,Dakota Hills Middle,Eagan,0-4,0-4,5-9,0-4
0196-01-716,Dakota,Deerwood Elementary,Eagan,0-4,0-4,5-9,0-4
0196-01-710,Dakota,Diamond Path Elementary School of International Studies,Apple Valley,0-4,0-4,10-19,0-4
0196-01-041,Dakota,Eagan Senior High,Eagan,5-9,0-4,0-4,0-4
0196-01-721,Dakota,East Lake Elementary School,Lakeville,0-4,5-9,5-9,0-4
0196-01-088,Dakota,Eastview Senior High,Apple Valley,5-9,5-9,20-29,0-4
0196-01-714,Dakota,Echo Park Elementary School,Burnsville,0-4,0-4,10-19,0-4
0196-31-004,Dakota,Faithful Shepherd Catholic,Eagan,0-4,5-9,0-4,0-4
0196-01-086,Dakota,Falcon Ridge Middle,Apple Valley,0-4,5-9,10-19,0-4
0192-01-010,Dakota,Farmington Elementary,Farmington,0-4,0-4,5-9,0-4
0192-01-020,Dakota,Farmington High School,Farmington,10-19,20-29,30-39,0-4
0197-01-052,Dakota,Friendly Hills Middle,Mendota Heights,0-4,5-9,10-19,0-4
0191-01-482,Dakota,Gideon Pond Elementary,Burnsville,0-4,0-4,5-9,0-4
0196-01-764,Dakota,Glacier Hills Elementary School of Arts and Science,Eagan,0-4,10-19,10-19,0-4
0196-01-711,Dakota,Greenleaf Elementary,Apple Valley,5-9,5-9,5-9,0-4
0200-01-129,Dakota,Hastings High School,Hastings,5-9,10-19,20-29,0-4
0200-01-130,Dakota,Hastings Middle School,Hastings,5-9,10-19,30-39,0-4
0197-01-053,Dakota,Henry Sibley High School,West Saint Paul,0-4,5-9,5-9,0-4
0197-01-054,Dakota,Heritage E-STEM Magnet School,West Saint Paul,0-4,5-9,10-19,0-4
0196-01-715,Dakota,Highland Elementary,Apple Valley,5-9,5-9,5-9,0-4
0199-01-027,Dakota,Inver Grove Heights Middle,Inver Grove Heights,5-9,10-19,30-39,0-4
0191-01-085,Dakota,Joseph Nicollet Middle School,Burnsville,0-4,10-19,5-9,0-4
0006-03-737,Dakota,Kaposia Education Center Elementary,South Saint Paul,5-9,5-9,0-4,0-4
0200-01-609,Dakota,Kennedy Elementary,Hastings,0-4,5-9,5-9,0-4
0194-01-104,Dakota,Kenwood Trail Middle School,Lakeville,0-4,0-4,5-9,0-4
0194-01-595,Dakota,Lake Marion Elementary,Lakeville,0-4,10-19,5-9,0-4
0194-01-597,Dakota,Lakeview Elementary,Lakeville,0-4,0-4,5-9,0-4
0194-01-028,Dakota,Lakeville North High,Lakeville,0-4,10-19,20-29,0-4
0194-01-040,Dakota,Lakeville South High,Lakeville,0-4,5-9,10-19,0-4
0192-01-030,Dakota,Levi P. Dodge Middle School,Farmington,0-4,10-19,10-19,0-4
0194-01-089,Dakota,McGuire Middle,Lakeville,5-9,0-4,10-19,0-4
0192-01-080,Dakota,Meadowview Elementary,Farmington,10-19,10-19,10-19,0-4
0197-01-816,Dakota,Mendota Elementary,Mendota Heights,0-4,5-9,5-9,0-4
0197-01-815,Dakota,Moreland Art/Health Science Magnet,West Saint Paul,0-4,0-4,5-9,0-4
0192-01-040,Dakota,North Trail Elementary,Farmington,0-4,0-4,10-19,0-4
0196-01-706,Dakota,Northview Elementary,Eagan,0-4,0-4,5-9,0-4
0194-01-599,Dakota,Oak Hills Elementary,Lakeville,0-4,0-4,5-9,0-4
0194-01-593,Dakota,Orchard Lake Elementary,Lakeville,0-4,0-4,5-9,0-4
0196-01-709,Dakota,Parkview Elementary,Rosemount,0-4,0-4,5-9,0-4
0197-01-820,Dakota,Pilot Knob STEM Magnet School,Eagan,0-4,5-9,0-4,0-4
0199-01-577,Dakota,Pine Bend Elementary,Inver Grove Heights,0-4,0-4,5-9,0-4
0200-01-610,Dakota,Pinecrest Elementary,Hastings,0-4,5-9,5-9,0-4
0196-01-718,Dakota,Pinewood El.,Eagan,0-4,0-4,10-19,0-4
4090-07-010,Dakota,Prairie Creek Community School,Northfield,0-4,5-9,0-4,0-4
0191-01-488,Dakota,Rahn Elementary,Eagan,0-4,5-9,0-4,0-4
0196-01-765,Dakota,Red Pine Elementary,Eagan,0-4,5-9,0-4,0-4
0192-01-100,Dakota,Riverview Elementary,Farmington,0-4,0-4,10-19,0-4
0192-01-060,Dakota,Robert Boeckman Middle School,Farmington,0-4,10-19,10-19,0-4
0196-01-039,Dakota,Rosemount Middle,Rosemount,0-4,5-9,20-29,0-4
0196-01-038,Dakota,Rosemount Senior High,Rosemount,5-9,0-4,0-4,0-4
0199-01-578,Dakota,Salem Hills Elementary,Inver Grove Heights,0-4,0-4,10-19,0-4
0196-01-093,Dakota,Scott Highlands Middle,Apple Valley,5-9,10-19,10-19,0-4
0196-01-719,Dakota,Shannon Park Elementary,Rosemount,0-4,0-4,5-9,0-4
0199-01-026,Dakota,Simley Senior High,Inver Grove Heights,0-4,10-19,20-29,0-4
0006-03-120,Dakota,South St. Paul High School,South Saint Paul,5-9,0-4,0-4,0-4
0006-03-110,Dakota,South St. Paul Middle School,South Saint Paul,5-9,0-4,0-4,0-4
0196-01-708,Dakota,Southview Elementary,Apple Valley,0-4,5-9,5-9,0-4
0197-31-004,Dakota,St. Croix Lutheran,West Saint Paul,0-4,0-4,5-9,0-4
0197-31-007,Dakota,St. Thomas Academy,Mendota Heights,0-4,5-9,5-9,0-4
0196-01-713,Dakota,Thomas Lake Elementary,Eagan,0-4,0-4,5-9,0-4
0196-01-098,Dakota,Valley Middle,Apple Valley,5-9,5-9,5-9,0-4
0197-31-002,Dakota,Visitation School,Mendota Heights,0-4,0-4,5-9,0-4
0191-01-487,Dakota,William Byrne Elementary,Burnsville,0-4,10-19,0-4,0-4
0196-01-717,Dakota,Woodland Elementary,Eagan,0-4,5-9,10-19,0-4
0204-01-010,Dodge,Kasson-Mantorville Elementary,Kasson,5-9,0-4,10-19,0-4
0204-01-040,Dodge,Kasson-Mantorville Middle School,Kasson,5-9,5-9,10-19,0-4
0204-01-030,Dodge,Kasson-Mantorville Senior High,Kasson,0-4,10-19,20-29,0-4
2125-01-010,Dodge,Triton Elementary,Dodge Center,0-4,0-4,10-19,0-4
0206-01-320,Douglas,Alexandria Area High School,Alexandria,5-9,0-4,5-9,0-4
2860-01-020,Faribault,Blue Earth Area Secondary,Blue Earth,0-4,0-4,5-9,0-4
2134-01-010,Faribault,United South Central Elementary,Wells,0-4,0-4,5-9,0-4
2134-01-020,Faribault,United South Central High School,Wells,0-4,0-4,10-19,0-4
0252-01-002,Goodhue,Cannon Falls Secondary,Cannon Falls,5-9,10-19,10-19,0-4
0255-01-010,Goodhue,Pine Island Elementary,Pine Island,0-4,0-4,10-19,0-4
0255-01-015,Goodhue,Pine Island Middle,Pine Island,0-4,0-4,5-9,0-4
0256-01-108,Goodhue,Red Wing Senior High,Red Wing,5-9,10-19,5-9,0-4
0256-01-541,Goodhue,Sunnyside Elementary,Red Wing,0-4,0-4,10-19,0-4
0256-01-109,Goodhue,Twin Bluff School,Red Wing,0-4,0-4,10-19,0-4
2805-01-002,Goodhue,Zumbrota-Mazeppa Senior High,Zumbrota,0-4,0-4,10-19,0-4
0280-31-001,Hennepin,Academy of Holy Angels,Richfield,5-9,5-9,10-19,0-4
0270-01-561,Hennepin,Alice Smith Elementary,Hopkins,0-4,5-9,10-19,0-4
0001-03-190,Hennepin,Andersen Community,Minneapolis,0-4,5-9,0-4,0-4
0001-33-011,Hennepin,Annunciation,Minneapolis,0-4,0-4,10-19,0-4
0001-03-300,Hennepin,Anthony Middle School,Minneapolis,0-4,5-9,0-4,0-4
0283-01-745,Hennepin,Aquila Elementary,Saint Louis Park,0-4,0-4,5-9,0-4
4124-07-010,Hennepin,Beacon Academy,Crystal,0-4,0-4,10-19,0-4
0001-03-107,Hennepin,Bethune Elementary,Minneapolis,0-4,5-9,0-4,0-4
0270-31-002,Hennepin,Blake Middle School,Hopkins,0-4,0-4,5-9,0-4
0279-01-033,Hennepin,Brooklyn Middle School,Brooklyn Park,0-4,10-19,5-9,0-4
0001-03-110,Hennepin,Burroughs Elementary,Minneapolis,0-4,5-9,0-4,0-4
0001-33-044,Hennepin,Carondelet Catholic School,Minneapolis,0-4,0-4,5-9,5-9
0011-01-192,Hennepin,Champlin Park High School,Champlin,5-9,10-19,10-19,0-4
0276-01-601,Hennepin,Clear Springs Elementary,Minnetonka,0-4,10-19,30-39,0-4
0273-01-526,Hennepin,Concord Elementary,Edina,0-4,5-9,0-4,0-4
0273-01-527,Hennepin,Cornelia Elementary,Edina,0-4,0-4,5-9,0-4
0273-01-528,Hennepin,Countryside Elementary,Edina,0-4,5-9,10-19,0-4
0273-01-532,Hennepin,Creek Valley Elementary,Edina,5-9,0-4,5-9,0-4
0276-01-602,Hennepin,Deephaven Elementary,Wayzata,0-4,0-4,5-9,0-4
0001-33-009,Hennepin,DeLaSalle High School,Minneapolis,10-19,10-19,0-4,0-4
0287-06-011,Hennepin,District Service Center,Plymouth,0-4,0-4,5-9,0-4
0272-01-886,Hennepin,Eagle Heights Spanish Immersion,Eden Prairie,5-9,0-4,10-19,0-4
4122-07-020,Hennepin,Eagle Ridge Academy Lower School,Minnetonka,0-4,5-9,0-4,0-4
0286-01-480,Hennepin,Earle Brown Elementary,Brooklyn Center,0-4,0-4,5-9,0-4
0272-01-883,Hennepin,Eden Lake Elementary,Eden Prairie,0-4,5-9,5-9,0-4
0272-01-064,Hennepin,Eden Prairie Senior High,Eden Prairie,10-19,0-4,0-4,0-4
0273-01-021,Hennepin,Edina Senior High,Edina,50-59,5-9,10-19,0-4
0279-01-668,Hennepin,Edinbrook Elementary,Brooklyn Park,0-4,5-9,0-4,0-4
0001-03-352,Hennepin,Edison Senior High,Minneapolis,5-9,5-9,0-4,0-4
0270-01-566,Hennepin,Eisenhower Elementary,Hopkins,0-4,0-4,10-19,0-4
0279-01-689,Hennepin,Fernbrook Elementary,Maple Grove,0-4,10-19,5-9,0-4
0272-01-882,Hennepin,Forest Hills Elementary,Eden Prairie,0-4,0-4,5-9,0-4
0279-01-675,Hennepin,Garden City Elementary,Brooklyn Center,0-4,5-9,0-4,0-4
0270-01-569,Hennepin,Gatewood Elementary,Minnetonka,0-4,0-4,10-19,0-4
0270-01-563,Hennepin,Glen Lake Elementary,Minnetonka,0-4,0-4,10-19,0-4
0728-01-160,Hennepin,Hassan Elementary,Rogers,5-9,0-4,10-19,0-4
0001-03-354,Hennepin,Henry Senior High,Minneapolis,5-9,0-4,0-4,0-4
0279-31-066,Hennepin,Heritage Christian Academy,Maple Grove,0-4,0-4,5-9,0-4
0273-01-529,Hennepin,Highlands Elementary,Edina,0-4,0-4,5-9,0-4
0271-01-443,Hennepin,Hillcrest Elementary,Bloomington,5-9,0-4,0-4,0-4
0270-01-282,Hennepin,Hopkins Senior High,Minnetonka,0-4,10-19,10-19,0-4
0270-01-380,Hennepin,Hopkins West Junior High,Minnetonka,0-4,5-9,10-19,0-4
0270-31-023,Hennepin,International School of Minnesota,Eden Prairie,0-4,5-9,0-4,0-4
4167-07-010,Hennepin,International Spanish Language Academy,Minnetonka,0-4,0-4,10-19,0-4
0011-01-006,Hennepin,Jackson Middle,Champlin,5-9,5-9,10-19,0-4
0270-01-567,Hennepin,L.H. Tanglen Elementary,Minnetonka,0-4,0-4,5-9,0-4
0001-03-121,Hennepin,Lake Harriet Upper School,Minneapolis,0-4,5-9,0-4,0-4
0279-01-094,Hennepin,Maple Grove Middle School,Maple Grove,0-4,10-19,10-19,0-4
0279-01-090,Hennepin,Maple Grove Senior High,Maple Grove,0-4,10-19,10-19,0-4
0270-01-570,Hennepin,Meadowbrook Elementary,Golden Valley,0-4,5-9,10-19,0-4
4131-07-010,Hennepin,Metro Schools Charter,Minneapolis,5-9,0-4,0-4,0-4
0276-01-075,Hennepin,Minnetonka East Middle,Minnetonka,0-4,5-9,10-19,0-4
0276-01-074,Hennepin,Minnetonka Senior High,Minnetonka,10-19,5-9,0-4,0-4
0276-01-605,Hennepin,Minnewashta Elementary,Excelsior,0-4,10-19,20-29,0-4
0277-01-062,Hennepin,Mound Westonka High School,Minnetrista,0-4,5-9,5-9,0-4
0273-01-533,Hennepin,Normandale Elementary,Edina,0-4,0-4,5-9,0-4
0287-06-772,Hennepin,North Education Center Academy,New Hope,0-4,5-9,5-9,0-4
0279-01-086,Hennepin,North View Middle School,Brooklyn Park,0-4,5-9,5-9,0-4
0284-01-802,Hennepin,North Woods Elementary School,Plymouth,5-9,5-9,0-4,0-4
4219-07-010,Hennepin,Northeast College Prep Charter School,Minneapolis,0-4,0-4,5-9,0-4
0001-03-152,Hennepin,Northrop Elementary,Minneapolis,0-4,0-4,5-9,0-4
0272-01-880,Hennepin,Oak Point Elementary,Eden Prairie,0-4,0-4,5-9,0-4
0279-01-696,Hennepin,Oak View Elementary,Maple Grove,0-4,0-4,5-9,0-4
0271-01-346,Hennepin,Olson Middle,Bloomington,5-9,0-4,0-4,0-4
0279-01-034,Hennepin,Osseo Middle School,Osseo,0-4,10-19,5-9,0-4
0279-01-032,Hennepin,Osseo Senior High,Osseo,0-4,20-29,10-19,0-4
0273-31-007,Hennepin,Our Lady of Grace,Edina,0-4,0-4,5-9,0-4
0011-01-425,Hennepin,Oxbow Creek Elementary,Champlin,0-4,0-4,10-19,0-4
0279-01-678,Hennepin,Palmer Lake Elementary,Brooklyn Park,0-4,5-9,0-4,0-4
0279-01-088,Hennepin,Park Center IB World School,Brooklyn Park,0-4,10-19,5-9,0-4
0283-01-758,Hennepin,Park Spanish Immersion Elementary,St Louis Park,0-4,5-9,5-9,5-9
0272-01-881,Hennepin,Prairie View Elementary,Eden Prairie,0-4,5-9,0-4,0-4
0284-31-010,Hennepin,Providence Academy,Plymouth,0-4,5-9,10-19,0-4
0279-01-685,Hennepin,Rice Lake Elementary,Maple Grove,0-4,0-4,5-9,0-4
0280-01-705,Hennepin,Richfield Dual Language School,Richfield,0-4,5-9,5-9,0-4
0280-01-037,Hennepin,Richfield Middle,Richfield,0-4,0-4,5-9,0-4
0280-01-035,Hennepin,Richfield Senior High,Richfield,0-4,10-19,5-9,0-4
0281-01-053,Hennepin,Robbinsdale Armstrong Senior High,Plymouth,5-9,0-4,0-4,0-4
0281-01-050,Hennepin,Robbinsdale Cooper Senior High,New Hope,5-9,0-4,0-4,0-4
0728-01-070,Hennepin,Rogers Elementary,Rogers,0-4,5-9,20-29,0-4
0728-01-340,Hennepin,Rogers Middle School,Rogers,5-9,0-4,10-19,0-4
0728-01-510,Hennepin,Rogers Senior High,Rogers,10-19,10-19,5-9,0-4
0279-01-669,Hennepin,Rush Creek Elementary,Maple Grove,0-4,5-9,0-4,0-4
0001-03-324,Hennepin,Sanford Middle,Minneapolis,0-4,5-9,0-4,0-4
0276-01-606,Hennepin,Scenic Heights Elementary,Minnetonka,5-9,10-19,10-19,0-4
4159-07-030,Hennepin,Seven Hills Preparatory Academy,Richfield,0-4,0-4,5-9,0-4
4159-07-010,Hennepin,Seven Hills Preparatory Academy,Bloomington,0-4,0-4,5-9,0-4
0001-03-160,Hennepin,Seward Elementary,Minneapolis,0-4,0-4,5-9,0-4
0280-01-701,Hennepin,Sheridan Hills Elementary,Richfield,0-4,0-4,5-9,0-4
0273-01-019,Hennepin,South View Middle,Edina,5-9,10-19,10-19,0-4
0001-03-364,Hennepin,Southwest Senior High,Minneapolis,5-9,0-4,0-4,0-4
0282-01-050,Hennepin,St. Anthony Middle,Saint Anthony,0-4,5-9,0-4,0-4
0282-01-020,Hennepin,St. Anthony Village Senior High,Saint Anthony,0-4,10-19,0-4,0-4
0283-01-042,Hennepin,St. Louis Park Middle School,Saint Louis Park,5-9,10-19,5-9,0-4
0283-01-040,Hennepin,St. Louis Park Senior High,Saint Louis Park,5-9,10-19,10-19,0-4
0279-31-004,Hennepin,St. Vincent de Paul,Brooklyn Park,0-4,0-4,10-19,0-4
4169-07-010,Hennepin,Stonebridge World School,Minneapolis,0-4,10-19,5-9,0-4
0283-01-755,Hennepin,Susan Lindgren Elementary,Saint Louis Park,0-4,0-4,10-19,0-4
0273-01-020,Hennepin,Valley View Middle,Edina,0-4,5-9,0-4,0-4
0001-03-368,Hennepin,Washburn Senior High,Minneapolis,10-19,0-4,0-4,0-4
0284-01-053,Hennepin,Wayzata Central Middle,Plymouth,5-9,0-4,0-4,0-4
0284-01-050,Hennepin,Wayzata High,Plymouth,5-9,0-4,0-4,0-4
0279-01-673,Hennepin,Weaver Lake,Maple Grove,0-4,5-9,0-4,0-4
0282-01-040,Hennepin,Wilshire Park Elementary,Saint Anthony,0-4,5-9,0-4,0-4
0279-01-665,Hennepin,Woodland Elementary,Brooklyn Park,0-4,5-9,0-4,0-4
0270-01-568,Hennepin,Xinxing Academy,Hopkins,0-4,0-4,10-19,0-4
4140-07-010,Hennepin,Yinghua Academy,Minneapolis,0-4,0-4,10-19,0-4
0294-01-010,Houston,Houston Elementary,Houston,5-9,0-4,0-4,0-4
0294-01-020,Houston,Houston Secondary,Houston,0-4,0-4,10-19,0-4
0300-01-020,Houston,La Crescent Senior High,La Crescent,0-4,5-9,0-4,0-4
0300-01-010,Houston,La Crescent-Hokah Elementary,La Crescent,5-9,0-4,0-4,0-4
