MDE ID,County,Name,City,12/11/21,12/25/21,01/08/22,01/22/22
0110-01-110,Carver,Southview Elementary,Waconia,5-9,0-4,0-4,0-4
0112-01-512,Carver,Victoria Elementary,Victoria,5-9,0-4,5-9,0-4
0110-01-310,Carver,Waconia High School,Waconia,5-9,0-4,10-19,0-4
0110-01-220,Carver,Waconia Middle School,Waconia,0-4,0-4,5-9,0-4
0111-01-842,Carver,Watertown Mayer High,Watertown,5-9,0-4,0-4,0-4
0116-01-010,Cass,Pillager Elementary,Pillager,5-9,0-4,0-4,0-4
0113-01-010,Cass,W.H.A. Elementary,Walker,5-9,0-4,0-4,0-4
0129-01-010,Chippewa,Ramsey Elementary,Montevideo,5-9,0-4,0-4,0-4
0139-01-010,Chisago,C.E. Jacobson Elementary,Rush City,5-9,0-4,0-4,0-4
2144-01-004,Chisago,Chisago Lakes Senior High,Lindstrom,5-9,0-4,0-4,0-4
2144-01-002,Chisago,Lakeside El.,Chisago City,5-9,0-4,0-4,0-4
0138-01-045,Chisago,Sunrise River Elementary,North Branch,5-9,0-4,0-4,0-4
0146-01-010,Clay,Barnesville Elementary,Barnesville,10-19,0-4,0-4,0-4
0152-01-380,Clay,Horizon Middle School,Moorhead,20-29,5-9,5-9,0-4
0152-01-382,Clay,Moorhead High School,Moorhead,10-19,5-9,0-4,0-4
0152-01-187,Clay,Robert Asp Elementary,Moorhead,0-4,10-19,0-4,5-9
0152-01-189,Clay,S.G.Reinertsen Elementary,Moorhead,5-9,0-4,0-4,5-9
0181-01-022,Crow Wing,Forestview Middle,Baxter,5-9,0-4,0-4,0-4
0192-01-621,Dakota,Akin Road Elementary,Farmington,0-4,0-4,5-9,0-4
0196-01-097,Dakota,Apple Valley Senior High,Apple Valley,10-19,0-4,0-4,0-4
0196-01-032,Dakota,Black Hawk Middle,Eagan,0-4,0-4,5-9,0-4
0191-01-014,Dakota,Burnsville High School,Burnsville,0-4,10-19,5-9,0-4
0196-01-710,Dakota,Diamond Path Elementary School of International Studies,Apple Valley,5-9,0-4,0-4,0-4
0196-01-041,Dakota,Eagan Senior High,Eagan,0-4,5-9,0-4,0-4
0196-01-088,Dakota,Eastview Senior High,Apple Valley,5-9,5-9,0-4,0-4
0196-01-714,Dakota,Echo Park Elementary,Burnsville,5-9,0-4,0-4,0-4
0196-01-086,Dakota,Falcon Ridge Middle,Apple Valley,5-9,0-4,5-9,0-4
0192-01-020,Dakota,Farmington High School,Farmington,10-19,10-19,10-19,0-4
0197-01-052,Dakota,Friendly Hills Middle,Mendota Heights,5-9,0-4,0-4,0-4
0200-01-129,Dakota,Hastings High School,Hastings,10-19,5-9,5-9,0-4
0200-01-130,Dakota,Hastings Middle School,Hastings,10-19,5-9,5-9,0-4
0197-01-053,Dakota,Henry Sibley High School,West Saint Paul,10-19,0-4,0-4,0-4
0196-01-715,Dakota,Highland Elementary,Apple Valley,5-9,5-9,5-9,0-4
0199-01-027,Dakota,Inver Grove Heights Middle,Inver Grove Heights,5-9,5-9,5-9,0-4
0006-03-737,Dakota,Kaposia Education Center Elementary,South Saint Paul,5-9,5-9,0-4,0-4
0194-01-591,Dakota,Kennedy Elementary,Lakeville,5-9,0-4,0-4,0-4
0194-01-595,Dakota,Lake Marion Elementary,Lakeville,5-9,0-4,5-9,0-4
0194-01-028,Dakota,Lakeville North High,Lakeville,5-9,0-4,5-9,0-4
0194-01-040,Dakota,Lakeville South High,Lakeville,5-9,0-4,0-4,0-4
0192-01-030,Dakota,Levi P. Dodge Middle School,Farmington,0-4,0-4,5-9,0-4
0006-03-735,Dakota,Lincoln Center Elementary,South Saint Paul,5-9,0-4,0-4,0-4
0194-01-089,Dakota,McGuire Middle,Lakeville,5-9,5-9,0-4,0-4
0192-01-080,Dakota,Meadowview Elementary,Farmington,10-19,10-19,5-9,0-4
0197-01-816,Dakota,Mendota Elementary,Mendota Heights,5-9,0-4,0-4,0-4
0196-01-706,Dakota,Northview Elementary,Eagan,5-9,0-4,0-4,0-4
0196-01-709,Dakota,Parkview Elementary,Rosemount,5-9,0-4,0-4,0-4
0197-01-820,Dakota,Pilot Knob STEM Magnet School,Eagan,5-9,0-4,5-9,0-4
0200-01-610,Dakota,Pinecrest Elementary,Hastings,0-4,0-4,5-9,0-4
0196-01-718,Dakota,Pinewood El.,Eagan,5-9,0-4,0-4,0-4
0191-01-488,Dakota,Rahn Elementary,Eagan,0-4,0-4,5-9,0-4
0196-01-765,Dakota,Red Pine Elementary,Eagan,5-9,0-4,5-9,0-4
0192-01-100,Dakota,Riverview Elementary,Farmington,10-19,0-4,0-4,0-4
0192-01-060,Dakota,Robert Boeckman Middle School,Farmington,0-4,0-4,5-9,0-4
0196-01-039,Dakota,Rosemount Middle,Rosemount,5-9,0-4,5-9,0-4
0196-01-038,Dakota,Rosemount Senior High,Rosemount,5-9,5-9,0-4,0-4
0196-01-093,Dakota,Scott Highlands Middle,Apple Valley,5-9,5-9,0-4,0-4
0196-01-719,Dakota,Shannon Park Elementary,Rosemount,5-9,0-4,0-4,0-4
0199-01-026,Dakota,Simley Senior High,Inver Grove Heights,10-19,0-4,10-19,0-4
0006-03-120,Dakota,South St. Paul High School,South Saint Paul,10-19,5-9,0-4,0-4
0006-03-110,Dakota,South St. Paul Middle School,South Saint Paul,0-4,5-9,0-4,0-4
0196-01-708,Dakota,Southview Elementary,Apple Valley,0-4,0-4,5-9,0-4
0197-31-007,Dakota,St. Thomas Academy,Mendota Heights,0-4,0-4,5-9,0-4
0196-01-098,Dakota,Valley Middle,Apple Valley,10-19,5-9,5-9,0-4
0197-31-002,Dakota,Visitation School,Mendota Heights,5-9,0-4,0-4,0-4
0196-01-707,Dakota,Westview Elementary,Apple Valley,5-9,0-4,0-4,0-4
0196-01-717,Dakota,Woodland Elementary,Eagan,5-9,0-4,0-4,0-4
0204-01-010,Dodge,Kasson-Mantorville Elementary,Kasson,0-4,5-9,0-4,0-4
0204-01-030,Dodge,Kasson-Mantorville Senior High,Kasson,5-9,0-4,0-4,0-4
0206-01-320,Douglas,Alexandria Area High School,Alexandria,5-9,5-9,0-4,0-4
0206-01-310,Douglas,Discovery Middle School,Alexandria,10-19,0-4,0-4,0-4
0206-01-130,Douglas,Lincoln Elementary,Alexandria,5-9,0-4,0-4,0-4
2134-01-010,Faribault,United South Central Elementary,Wells,5-9,0-4,0-4,0-4
2134-01-020,Faribault,United South Central High School,Wells,5-9,0-4,0-4,0-4
2137-01-015,Fillmore,Kingsland Elementary School,Spring Valley,5-9,0-4,0-4,0-4
0241-01-310,Freeborn,Albert Lea Senior High,Albert Lea,10-19,0-4,0-4,0-4
0241-01-120,Freeborn,Hawthorne Elementary,Albert Lea,5-9,0-4,0-4,0-4
0241-01-130,Freeborn,Lakeview Elementary,Albert Lea,5-9,0-4,0-4,0-4
0241-01-320,Freeborn,Southwest Middle,Albert Lea,5-9,0-4,0-4,0-4
0256-01-537,Goodhue,Burnside Elementary,Red Wing,5-9,0-4,0-4,0-4
0252-01-002,Goodhue,Cannon Falls Secondary,Cannon Falls,0-4,5-9,5-9,0-4
0253-01-002,Goodhue,Goodhue Secondary,Goodhue,10-19,0-4,0-4,0-4
0255-01-010,Goodhue,Pine Island Elementary,Pine Island,5-9,0-4,0-4,0-4
0255-01-050,Goodhue,Pine Island High School ALP,PINE ISLAND,5-9,0-4,0-4,0-4
0256-01-108,Goodhue,Red Wing Senior High,Red Wing,10-19,5-9,0-4,0-4
0256-01-541,Goodhue,Sunnyside Elementary,Red Wing,5-9,0-4,0-4,0-4
0256-01-109,Goodhue,Twin Bluff School,Red Wing,5-9,0-4,0-4,0-4
0280-31-001,Hennepin,Academy of Holy Angels,Richfield,0-4,5-9,0-4,0-4
0001-03-190,Hennepin,Andersen Community,Minneapolis,5-9,0-4,0-4,0-4
0279-01-670,Hennepin,Basswood Elementary,Maple Grove,5-9,0-4,0-4,0-4
4124-07-010,Hennepin,Beacon Academy,Crystal,5-9,0-4,0-4,0-4
0001-03-107,Hennepin,Bethune Elementary,Minneapolis,0-4,0-4,5-9,0-4
0279-01-671,Hennepin,Birch Grove School For The Arts,Brooklyn Park,5-9,0-4,0-4,0-4
0279-01-033,Hennepin,Brooklyn Middle School,Brooklyn Park,0-4,0-4,5-9,0-4
0001-03-110,Hennepin,Burroughs Elementary,Minneapolis,0-4,0-4,5-9,0-4
0011-01-192,Hennepin,Champlin Park High School,Champlin,5-9,5-9,0-4,0-4
0011-01-430,Hennepin,Champlin/Brooklyn Park Academy for Math and Environmental Science,Champlin,5-9,0-4,0-4,0-4
0276-01-601,Hennepin,Clear Springs Elementary,Minnetonka,10-19,0-4,5-9,5-9
0273-01-532,Hennepin,Creek Valley Elementary,Edina,0-4,5-9,0-4,0-4
0001-33-009,Hennepin,DeLaSalle High School,Minneapolis,5-9,10-19,0-4,0-4
0272-01-886,Hennepin,Eagle Heights Spanish Immersion,Eden Prairie,5-9,0-4,0-4,0-4
4122-07-020,Hennepin,Eagle Ridge Academy Lower School,Minnetonka,0-4,0-4,5-9,0-4
0286-01-480,Hennepin,Earle Brown Elementary,Brooklyn Center,5-9,0-4,0-4,0-4
0272-01-064,Hennepin,Eden Prairie Senior High,Eden Prairie,10-19,10-19,0-4,0-4
0273-01-021,Hennepin,Edina Senior High,Edina,20-29,50-59,0-4,0-4
0279-01-668,Hennepin,Edinbrook Elementary,Brooklyn Park,5-9,0-4,5-9,0-4
0001-03-352,Hennepin,Edison Senior High,Minneapolis,0-4,5-9,0-4,0-4
0279-01-684,Hennepin,Elm Creek Elementary,Maple Grove,5-9,0-4,0-4,0-4
0276-01-603,Hennepin,Excelsior Elementary,Excelsior,5-9,0-4,0-4,0-4
0279-01-674,Hennepin,Fair Oaks Elementary,Brooklyn Park,5-9,0-4,0-4,0-4
0279-01-689,Hennepin,Fernbrook Elementary,Maple Grove,5-9,0-4,5-9,0-4
0001-03-175,Hennepin,Folwell Arts Magnet,Minneapolis,5-9,0-4,0-4,0-4
0270-01-569,Hennepin,Gatewood Elementary,Minnetonka,5-9,0-4,0-4,0-4
0284-01-806,Hennepin,Greenwood Elementary,Plymouth,5-9,0-4,0-4,0-4
0276-01-604,Hennepin,Groveland Elementary,Minnetonka,5-9,0-4,0-4,0-4
0728-01-160,Hennepin,Hassan Elementary,Rogers,10-19,5-9,0-4,0-4
4205-07-010,Hennepin,Hennepin Elementary School,Minneapolis,5-9,0-4,0-4,0-4
0001-03-354,Hennepin,Henry Senior High,Minneapolis,0-4,5-9,0-4,0-4
0273-01-529,Hennepin,Highlands Elementary,Edina,5-9,0-4,0-4,0-4
0271-01-443,Hennepin,Hillcrest Elementary,Bloomington,0-4,5-9,0-4,0-4
0270-01-282,Hennepin,Hopkins Senior High,Minnetonka,5-9,0-4,0-4,0-4
0001-03-132,Hennepin,Howe Elementary,Minneapolis,5-9,0-4,0-4,0-4
0011-01-006,Hennepin,Jackson Middle,Champlin,5-9,0-4,0-4,0-4
0271-01-009,Hennepin,Jefferson Senior High,Bloomington,5-9,0-4,0-4,0-4
0001-03-323,Hennepin,Justice Page Middle School,Minneapolis,5-9,0-4,0-4,0-4
0271-01-007,Hennepin,Kennedy Senior High,Bloomington,10-19,0-4,0-4,0-4
0284-01-812,Hennepin,Kimberly Lane Elementary,Plymouth,5-9,0-4,0-4,0-4
0001-33-017,Hennepin,Lake Country School,Minneapolis,5-9,0-4,0-4,0-4
0279-01-094,Hennepin,Maple Grove Middle School,Maple Grove,5-9,0-4,5-9,0-4
0279-01-090,Hennepin,Maple Grove Senior High,Maple Grove,5-9,0-4,0-4,0-4
4131-07-010,Hennepin,Metro Schools Charter,Minneapolis,0-4,5-9,0-4,0-4
0001-33-059,Hennepin,Minnehaha Academy Mid & Lower Schools,Minneapolis,5-9,0-4,0-4,0-4
0276-01-075,Hennepin,Minnetonka East Middle,Minnetonka,0-4,0-4,5-9,0-4
0276-01-074,Hennepin,Minnetonka Senior High,Minnetonka,20-29,10-19,0-4,0-4
0276-01-605,Hennepin,Minnewashta Elementary,Excelsior,5-9,0-4,5-9,0-4
0277-01-062,Hennepin,Mound Westonka High School,Minnetrista,5-9,0-4,0-4,0-4
4143-07-010,Hennepin,New Millenium Academy Charter School,Brooklyn Center,20-29,0-4,0-4,0-4
0284-01-802,Hennepin,North Woods Elementary School,Plymouth,5-9,5-9,0-4,0-4
0281-01-019,Hennepin,Northport Elementary,Brooklyn Center,5-9,0-4,0-4,0-4
0271-01-448,Hennepin,Oak Grove Elementary,Bloomington,5-9,0-4,0-4,0-4
0271-01-346,Hennepin,Olson Middle,Bloomington,5-9,0-4,0-4,0-4
0278-01-662,Hennepin,Orono Intermediate Elementary,Long Lake,5-9,0-4,0-4,0-4
0279-01-034,Hennepin,Osseo Middle School,Osseo,5-9,0-4,10-19,0-4
0279-01-032,Hennepin,Osseo Senior High,Osseo,10-19,0-4,5-9,0-4
0279-01-678,Hennepin,Palmer Lake Elementary,Brooklyn Park,5-9,0-4,5-9,0-4
0279-01-088,Hennepin,Park Center IB World School,Brooklyn Park,10-19,0-4,5-9,0-4
4097-07-010,Hennepin,Partnership Academy,Richfield,5-9,0-4,0-4,0-4
0281-01-040,Hennepin,Plymouth Middle,Plymouth,5-9,0-4,0-4,0-4
0271-01-454,Hennepin,Poplar Bridge Elementary,Bloomington,5-9,0-4,0-4,0-4
0272-01-881,Hennepin,Prairie View Elementary,Eden Prairie,0-4,0-4,5-9,0-4
0279-01-685,Hennepin,Rice Lake Elementary,Maple Grove,5-9,0-4,0-4,0-4
0280-01-037,Hennepin,Richfield Middle,Richfield,5-9,0-4,0-4,0-4
0280-01-035,Hennepin,Richfield Senior High,Richfield,10-19,0-4,5-9,0-4
0281-01-053,Hennepin,Robbinsdale Armstrong Senior High,Plymouth,10-19,5-9,0-4,0-4
0281-01-050,Hennepin,Robbinsdale Cooper Senior High,New Hope,0-4,5-9,0-4,0-4
0728-01-070,Hennepin,Rogers Elementary,Rogers,5-9,0-4,5-9,0-4
0728-01-340,Hennepin,Rogers Middle School,Rogers,5-9,5-9,0-4,0-4
0728-01-510,Hennepin,Rogers Senior High,Rogers,5-9,10-19,5-9,0-4
0279-01-669,Hennepin,Rush Creek Elementary,Maple Grove,5-9,0-4,5-9,0-4
0281-01-045,Hennepin,Sandburg Middle School,Golden Valley,5-9,0-4,0-4,0-4
0001-03-324,Hennepin,Sanford Middle,Minneapolis,0-4,0-4,5-9,0-4
0276-01-606,Hennepin,Scenic Heights Elementary,Minnetonka,5-9,5-9,10-19,0-4
0281-01-008,Hennepin,School of Engineering-Arts at Olson,Golden Valley,5-9,0-4,0-4,0-4
0278-01-661,Hennepin,Schumann Elementary,Long Lake,5-9,0-4,0-4,0-4
0001-03-160,Hennepin,Seward Elementary,Minneapolis,0-4,0-4,0-4,5-9
0280-01-701,Hennepin,Sheridan Hills Elementary,Richfield,5-9,0-4,0-4,0-4
0001-03-362,Hennepin,South Senior High,Minneapolis,5-9,0-4,0-4,0-4
0273-01-019,Hennepin,South View Middle,Edina,0-4,5-9,0-4,0-4
0001-03-471,Hennepin,Southwest High School - SWS,Minneapolis,5-9,0-4,0-4,0-4
0001-03-364,Hennepin,Southwest Senior High,Minneapolis,5-9,5-9,0-4,0-4
0282-01-020,Hennepin,St. Anthony Village Senior High,Saint Anthony,0-4,0-4,5-9,0-4
0279-31-003,Hennepin,St. John's Lutheran,Corcoran,5-9,0-4,0-4,0-4
0283-01-042,Hennepin,St. Louis Park Middle School,Saint Louis Park,5-9,5-9,5-9,0-4
0283-01-040,Hennepin,St. Louis Park Senior High,Saint Louis Park,0-4,5-9,10-19,0-4
4169-07-010,Hennepin,Stonebridge World School,Minneapolis,5-9,0-4,0-4,0-4
4121-07-010,Hennepin,Ubah Medical Academy Charter School,Hopkins,5-9,0-4,0-4,0-4
0271-01-345,Hennepin,Valley View Middle,Bloomington,5-9,0-4,0-4,0-4
0001-03-368,Hennepin,Washburn Senior High,Minneapolis,10-19,10-19,0-4,0-4
0284-01-053,Hennepin,Wayzata Central Middle,Plymouth,10-19,5-9,0-4,0-4
0284-01-052,Hennepin,Wayzata East Middle,Plymouth,5-9,0-4,0-4,0-4
0284-01-050,Hennepin,Wayzata High,Plymouth,10-19,0-4,0-4,0-4
0284-01-051,Hennepin,Wayzata West Middle,Wayzata,5-9,0-4,0-4,0-4
0279-01-673,Hennepin,Weaver Lake,Maple Grove,5-9,0-4,0-4,0-4
0282-01-040,Hennepin,Wilshire Park Elementary,Saint Anthony,0-4,0-4,5-9,0-4
0279-01-665,Hennepin,Woodland Elementary,Brooklyn Park,5-9,0-4,5-9,0-4
4140-07-010,Hennepin,Yinghua Academy,Minneapolis,0-4,0-4,0-4,5-9
0294-01-010,Houston,Houston Elementary,Houston,0-4,5-9,0-4,0-4
0294-01-020,Houston,Houston Secondary,Houston,5-9,0-4,0-4,5-9
0300-01-010,Houston,La Crescent-Hokah Elementary,La Crescent,0-4,5-9,0-4,0-4
0911-01-201,Isanti,Cambridge Intermediate School,Cambridge,5-9,0-4,0-4,0-4
0911-01-350,Isanti,Cambridge-Isanti High School,Cambridge,5-9,0-4,0-4,0-4
0318-01-360,Itasca,Grand Rapids Senior High,Grand Rapids,5-9,0-4,0-4,0-4
0319-01-020,Itasca,Keewatin-Nashwauk Elementary School,Keewatin,5-9,0-4,0-4,0-4
0318-01-370,Itasca,Robert J. Elkington Middle School,Grand Rapids,5-9,0-4,0-4,0-4
0332-01-030,Kanabec,Mora Elementary School,Mora,5-9,0-4,0-4,0-4
0332-01-040,Kanabec,Mora Secondary,Mora,5-9,0-4,0-4,0-4
0347-01-109,Kandiyohi,Kennedy Elementary,Willmar,5-9,0-4,0-4,0-4
0347-01-301,Kandiyohi,Willmar Middle School,Willmar,5-9,0-4,0-4,0-4
0347-01-300,Kandiyohi,Willmar Senior High,Willmar,10-19,5-9,0-4,0-4
2171-01-015,Kittson,Kittson Central Elementary,Hallock,5-9,0-4,0-4,0-4
0361-01-007,Koochiching,Falls Elementary,International Falls,5-9,0-4,0-4,0-4
0362-01-020,Koochiching,Littlefork-Big Falls Elementary,Littlefork,0-4,5-9,0-4,0-4
0381-01-200,Lake,Two Harbors Secondary,Two Harbors,5-9,0-4,0-4,0-4
0391-01-010,Le Sueur,Cleveland Elementary,Cleveland,5-9,0-4,0-4,0-4
2397-01-020,Le Sueur,Le Sueur-Henderson High School,Le Sueur,5-9,0-4,0-4,0-4
2905-01-020,Le Sueur,Tri-City United High School,Montgomery,5-9,0-4,0-4,0-4
0413-01-001,Lyon,Marshall High School,Marshall,0-4,0-4,5-9,0-4
0413-01-006,Lyon,Marshall Middle School,Marshall,0-4,5-9,0-4,0-4
2752-01-050,Martin,Fairmont Elementary School,Fairmont,5-9,0-4,0-4,0-4
0423-01-010,McLeod,Hutchinson Park Elementary,Hutchinson,5-9,0-4,0-4,0-4
0423-01-030,McLeod,Hutchinson Senior High,Hutchinson,0-4,0-4,5-9,0-4
2396-01-300,Meeker,A.C.G.C. Secondary,Grove City,5-9,0-4,0-4,0-4
0477-01-001,Mille Lacs,Princeton Primary School,Princeton,5-9,0-4,0-4,0-4
0492-01-200,Mower,Austin Senior High,Austin,5-9,5-9,10-19,0-4
0492-01-010,Mower,Banfield Elementary,Austin,0-4,0-4,5-9,0-4
0492-01-280,Mower,I.J. Holton Intermediate School,Austin,5-9,0-4,5-9,0-4
0492-01-110,Mower,Woodson Kindergarten Center,Austin,0-4,0-4,5-9,0-4
2169-01-010,Murray,Murray Co. Central Elementary,Slayton,0-4,0-4,5-9,0-4
0077-01-190,Nicollet,Dakota Meadows Middle School,North Mankato,5-9,0-4,0-4,0-4
0077-01-020,Nicollet,Hoover Elementary,North Mankato,5-9,5-9,0-4,0-4
0508-01-080,Nicollet,St. Peter Middle School,Saint Peter,5-9,0-4,0-4,0-4
0518-01-008,Nobles,Worthington Senior High,Worthington,0-4,0-4,5-9,0-4
0535-01-110,Olmsted,Bamber Valley Elementary,Rochester,5-9,0-4,0-4,0-4
0535-01-112,Olmsted,Bishop Elementary,Rochester,5-9,0-4,0-4,0-4
0531-01-010,Olmsted,Byron Intermediate School,Byron,5-9,0-4,0-4,0-4
0531-01-060,Olmsted,Byron Primary School,Byron,5-9,0-4,0-4,0-4
0531-01-020,Olmsted,Byron Senior High School,Byron,5-9,0-4,5-9,0-4
0533-01-020,Olmsted,Dover-Eyota Elementary,Eyota,0-4,5-9,0-4,0-4
0535-01-126,Olmsted,Gage Elementary,Rochester,5-9,0-4,0-4,0-4
0535-01-325,Olmsted,John Adams Middle,Rochester,5-9,0-4,0-4,0-4
0535-01-310,Olmsted,John Marshall Senior High,Rochester,5-9,0-4,0-4,0-4
0535-01-315,Olmsted,Mayo Senior High,Rochester,5-9,0-4,0-4,0-4
0535-31-170,Olmsted,Schaeffer Academy,Rochester,0-4,10-19,0-4,0-4
0534-01-020,Olmsted,Stewartville Middle,Stewartville,5-9,0-4,0-4,0-4
0534-01-030,Olmsted,Stewartville Senior High,Stewartville,0-4,0-4,5-9,0-4
0535-01-330,Olmsted,Willow Creek Middle,Rochester,5-9,0-4,0-4,0-4
0544-01-130,Otter Tail,Adams Elementary,Fergus Falls,5-9,0-4,0-4,0-4
0578-01-010,Pine,Pine City Elementary,Pine City,5-9,0-4,0-4,0-4
0578-01-020,Pine,Pine City Secondary,Pine City,5-9,0-4,0-4,0-4
2689-01-008,Pipestone,Pipestone Senior High,Pipestone,0-4,5-9,0-4,0-4
2902-01-100,Pipestone,RTR Elementary School,Ruthton,0-4,5-9,0-4,0-4
2149-01-070,Pope,Minnewaska Area Elementary,Glenwood,5-9,0-4,0-4,0-4
0625-01-579,Ramsey,American Indian Magnet School,Saint Paul,5-9,0-4,0-4,0-4
0625-01-422,Ramsey,Battle Creek Elementary School,Saint Paul,5-9,0-4,0-4,0-4
0625-01-310,Ramsey,Battle Creek Middle,Saint Paul,5-9,0-4,0-4,0-4
0621-01-025,Ramsey,Bel Air Elementary,New Brighton,5-9,0-4,5-9,0-4
0625-01-494,Ramsey,Capitol Hill Magnet/Rondo,Saint Paul,5-9,0-4,0-4,0-4
0624-01-057,Ramsey,Central Middle,White Bear Lake,5-9,0-4,0-4,0-4
